Day,Month,Year,PM2.5
13,4,2021,91
14,4,2021,66
15,4,2021,77
16,4,2021,76
17,4,2021,46
18,4,2021,54
19,4,2021,74
20,4,2021,62
21,4,2021,55
22,4,2021,42
23,4,2021,43
24,4,2021,36
25,4,2021,101
26,4,2021,151
27,4,2021,157
28,4,2021,173
29,4,2021,154
30,4,2021,107
1,5,2021,76
2,5,2021,67
3,5,2021,117
4,5,2021,63
5,5,2021,65
6,5,2021,61
7,5,2021,58
8,5,2021,62
9,5,2021,54
10,5,2021,55
11,5,2021,58
12,5,2021,43
13,5,2021,36
14,5,2021,44
15,5,2021,49
16,5,2021,52
17,5,2021,74
18,5,2021,26
19,5,2021,33
20,5,2021,29
21,5,2021,27
22,5,2021,24
23,5,2021,136
24,5,2021,67
25,5,2021,43
26,5,2021,47
27,5,2021,48
28,5,2021,29
29,5,2021,18
30,5,2021,23
31,5,2021,36
1,6,2021,30
2,6,2021,48
3,6,2021,62
4,6,2021,56
5,6,2021,43
6,6,2021,36
7,6,2021,56
8,6,2021,69
9,6,2021,53
10,6,2021,58
11,6,2021,38
12,6,2021,36
13,6,2021,35
14,6,2021,35
15,6,2021,35
16,6,2021,36
17,6,2021,36
18,6,2021,25
19,6,2021,23
20,6,2021,25
21,6,2021,35
22,6,2021,44
23,6,2021,74
24,6,2021,50
25,6,2021,51
26,6,2021,43
27,6,2021,72
28,6,2021,65
29,6,2021,66
30,6,2021,54
1,7,2021,41
2,7,2021,48
3,7,2021,36
4,7,2021,48
5,7,2021,41
6,7,2021,42
7,7,2021,44
8,7,2021,43
9,7,2021,46
10,7,2021,29
11,7,2021,41
12,7,2021,39
13,7,2021,26
14,7,2021,29
15,7,2021,39
16,7,2021,36
17,7,2021,42
18,7,2021,26
19,7,2021,10
20,7,2021,30
21,7,2021,33
22,7,2021,25
23,7,2021,27
24,7,2021,34
25,7,2021,31
26,7,2021,44
27,7,2021,31
28,7,2021,15
29,7,2021,23
30,7,2021,32
31,7,2021,18
1,8,2021,26
2,8,2021,41
3,8,2021,27
4,8,2021,20
5,8,2021,36
6,8,2021,48
7,8,2021,36
8,8,2021,41
9,8,2021,49
10,8,2021,35
11,8,2021,26
12,8,2021,27
13,8,2021,28
14,8,2021,26
15,8,2021,29
16,8,2021,33
17,8,2021,43
18,8,2021,52
19,8,2021,67
20,8,2021,37
21,8,2021,20
22,8,2021,32
23,8,2021,30
24,8,2021,41
25,8,2021,31
26,8,2021,27
27,8,2021,41
28,8,2021,44
29,8,2021,46
30,8,2021,23
31,8,2021,17
1,9,2021,20
2,9,2021,25
3,9,2021,20
4,9,2021,21
5,9,2021,33
6,9,2021,40
7,9,2021,40
8,9,2021,21
9,9,2021,27
10,9,2021,29
11,9,2021,18
12,9,2021,23
13,9,2021,34
14,9,2021,23
15,9,2021,16
16,9,2021,19
17,9,2021,20
18,9,2021,30
19,9,2021,24
20,9,2021,25
21,9,2021,28
22,9,2021,24
23,9,2021,22
24,9,2021,22
25,9,2021,37
26,9,2021,33
27,9,2021,48
28,9,2021,44
29,9,2021,26
30,9,2021,30
1,10,2021,43
2,10,2021,49
3,10,2021,31
4,10,2021,27
5,10,2021,36
6,10,2021,45
7,10,2021,65
8,10,2021,71
9,10,2021,59
10,10,2021,56
11,10,2021,50
12,10,2021,64
13,10,2021,67
14,10,2021,73
15,10,2021,93
16,10,2021,159
17,10,2021,123
18,10,2021,13
19,10,2021,54
20,10,2021,100
21,10,2021,66
22,10,2021,45
23,10,2021,53
24,10,2021,59
25,10,2021,41
26,10,2021,67
27,10,2021,110
28,10,2021,129
29,10,2021,127
30,10,2021,121
31,10,2021,129
1,11,2021,114
2,11,2021,127
3,11,2021,148
4,11,2021,309
5,11,2021,368
6,11,2021,337
7,11,2021,250
8,11,2021,245
9,11,2021,263
10,11,2021,219
11,11,2021,281
12,11,2021,406
13,11,2021,286
14,11,2021,157
15,11,2021,189
16,11,2021,252
17,11,2021,187
18,11,2021,175
19,11,2021,223
20,11,2021,204
21,11,2021,198
22,11,2021,151
23,11,2021,138
24,11,2021,199
25,11,2021,249
26,11,2021,257
27,11,2021,218
28,11,2021,272
29,11,2021,225
30,11,2021,181
1,12,2021,225
2,12,2021,299
3,12,2021,215
4,12,2021,163
5,12,2021,146
6,12,2021,155
7,12,2021,116
8,12,2021,119
9,12,2021,149
10,12,2021,153
11,12,2021,114
12,12,2021,119
13,12,2021,157
14,12,2021,207
15,12,2021,196
16,12,2021,215
17,12,2021,162
18,12,2021,157
19,12,2021,152
20,12,2021,180
21,12,2021,230
22,12,2021,268
23,12,2021,332
24,12,2021,280
25,12,2021,352
26,12,2021,369
27,12,2021,120
28,12,2021,126
29,12,2021,126
30,12,2021,156
31,12,2021,204
1,1,2022,82.39
2,1,2022,88.08
3,1,2022,89.75
4,1,2022,69.57
5,1,2022,68.34
6,1,2022,61.08
7,1,2022,85.7
8,1,2022,97.62
9,1,2022,103.58
10,1,2022,145.97
11,1,2022,180.52
12,1,2022,151.57
13,1,2022,144.04
14,1,2022,148.44
15,1,2022,130.22
16,1,2022,147.71
17,1,2022,111.34
18,1,2022,100.7
19,1,2022,97.67
20,1,2022,75.81
21,1,2022,95.24
22,1,2022,148.29
23,1,2022,90.66
24,1,2022,156.71
25,1,2022,170.28
26,1,2022,198.1
27,1,2022,158.04
28,1,2022,116.98
29,1,2022,143.73
30,1,2022,169.22
31,1,2022,147.65
1,2,2022,101.61
2,2,2022,113.2
3,2,2022,112.89
4,2,2022,95.72
5,2,2022,108.4
6,2,2022,245.97
7,2,2022,277.53
8,2,2022,232.4
9,2,2022,244.78
10,2,2022,293.49
11,2,2022,161.78
12,2,2022,153.33
13,2,2022,353.86
14,2,2022,217.55
15,2,2022,201.44
16,2,2022,249.95
17,2,2022,219.68
18,2,2022,258.48
19,2,2022,291.66
20,2,2022,221.68
21,2,2022,214.24
22,2,2022,184.02
23,2,2022,136.22
24,2,2022,188.09
25,2,2022,238.69
26,2,2022,271.42
27,2,2022,293.73
28,2,2022,247.27
1,3,2022,266.95
2,3,2022,241.61
3,3,2022,149.14
4,3,2022,182.5
5,3,2022,193.58
6,3,2022,172.89
7,3,2022,190.46
8,3,2022,282.76
9,3,2022,183.28
10,3,2022,170.74
11,3,2022,190.14
12,3,2022,186.64
13,3,2022,282.01
14,3,2022,218.22
15,3,2022,249.8
16,3,2022,283.59
17,3,2022,250.69
18,3,2022,211.95
19,3,2022,198.38
20,3,2022,184.12
21,3,2022,135.42
22,3,2022,118.6
23,3,2022,88.3
24,3,2022,111.45
25,3,2022,152.24
26,3,2022,136.75
27,3,2022,114.35
28,3,2022,181.67
29,3,2022,135.78
30,3,2022,204.72
31,3,2022,321.52
1,4,2022,129.08
2,4,2022,132.56
3,4,2022,158.69
4,4,2022,187.01
5,4,2022,148.77
6,4,2022,159.67
7,4,2022,233.97
8,4,2022,240.97
9,4,2022,295.71
10,4,2022,239.21
11,4,2022,270.1
12,4,2022,339.8
13,4,2022,318.1
14,4,2022,305.51
15,4,2022,391.54
16,4,2022,339.87
17,4,2022,158.43
18,4,2022,183.24
19,4,2022,227.13
20,4,2022,195.21
21,4,2022,248.59
22,4,2022,196.87
23,4,2022,178.8
24,4,2022,138.86
25,4,2022,179.48
26,4,2022,269.05
27,4,2022,278.2
28,4,2022,272.1
29,4,2022,196.83
30,4,2022,290.66
1,5,2022,294.3
2,5,2022,303.5
3,5,2022,217.05
4,5,2022,308.75
5,5,2022,255.94
6,5,2022,283.03
7,5,2022,311.08
8,5,2022,285.83
9,5,2022,242.05
10,5,2022,121.4
11,5,2022,135.31
12,5,2022,136.87
13,5,2022,130.76
14,5,2022,206.72
15,5,2022,224.94
16,5,2022,170.45
17,5,2022,119.57
18,5,2022,181.76
19,5,2022,216.55
20,5,2022,150
21,5,2022,146.03
22,5,2022,110.89
23,5,2022,103.57
24,5,2022,115.7
25,5,2022,123.22
26,5,2022,135.38
27,5,2022,148.75
28,5,2022,207.1
29,5,2022,150.89
30,5,2022,76.12
31,5,2022,88.73
1,6,2022,86.17
2,6,2022,177.64
3,6,2022,131.69
4,6,2022,129.66
5,6,2022,144.98
6,6,2022,163.92
7,6,2022,170.12
8,6,2022,213.62
9,6,2022,175.63
10,6,2022,165.22
11,6,2022,115.55
12,6,2022,53
13,6,2022,47.43
14,6,2022,98.61
15,6,2022,84.42
16,6,2022,109.16
17,6,2022,129.9
18,6,2022,85.76
19,6,2022,60.17
20,6,2022,58.95
21,6,2022,51.82
22,6,2022,81.32
23,6,2022,67.63
24,6,2022,70.86
25,6,2022,72.47
26,6,2022,103.73
27,6,2022,95.52
28,6,2022,58.4
29,6,2022,47.43
30,6,2022,48.6
1,7,2022,21.83
2,7,2022,48.6
3,7,2022,39.6
4,7,2022,26.54
5,7,2022,30.12
6,7,2022,35.23
7,7,2022,39.6
8,7,2022,46.25
9,7,2022,35.48
10,7,2022,22.15
11,7,2022,25.5
12,7,2022,46
13,7,2022,36.54
14,7,2022,47.79
15,7,2022,51.33
16,7,2022,62.33
17,7,2022,34.3
18,7,2022,23.82
19,7,2022,15.23
20,7,2022,20.5
21,7,2022,41.62
22,7,2022,25.58
23,7,2022,20.06
24,7,2022,38.19
25,7,2022,47.89
26,7,2022,35.61
27,7,2022,39.41
28,7,2022,40.34
29,7,2022,51.7
30,7,2022,54.83
31,7,2022,60.46
1,8,2022,63.97
2,8,2022,46.65
3,8,2022,54.77
4,8,2022,80.47
5,8,2022,64.37
6,8,2022,51.56
7,8,2022,53.05
8,8,2022,60.83
9,8,2022,55.55
10,8,2022,70.81
11,8,2022,55.93
12,8,2022,11.81
13,8,2022,17.76
14,8,2022,35.5
15,8,2022,50.09
16,8,2022,66.12
17,8,2022,80.94
18,8,2022,75.4
19,8,2022,89.38
20,8,2022,74.2
21,8,2022,68.47
22,8,2022,63.41
23,8,2022,69.45
24,8,2022,76.81
25,8,2022,75.73
26,8,2022,79.81
27,8,2022,70.98
28,8,2022,102.2
29,8,2022,107.63
30,8,2022,105.88
31,8,2022,104.45
1,9,2022,106.85
2,9,2022,137.42
3,9,2022,147.07
4,9,2022,147.83
5,9,2022,152.61
6,9,2022,121.7
7,9,2022,152.16
8,9,2022,176.17
9,9,2022,426.52
10,9,2022,213.12
11,9,2022,146.01
12,9,2022,163.35
13,9,2022,188.24
14,9,2022,203.03
15,9,2022,178.91
16,9,2022,167.54
17,9,2022,198.37
18,9,2022,187.82
19,9,2022,196.37
20,9,2022,211.64
21,9,2022,179.17
22,9,2022,160.69
23,9,2022,168.16
24,9,2022,190.33
25,9,2022,209.61
26,9,2022,216.53
27,9,2022,517.93
28,9,2022,639.19
29,9,2022,495.9
30,9,2022,370.73
1,10,2022,363.77
2,10,2022,465.08
3,10,2022,354.56
4,10,2022,254.36
5,10,2022,192.04
6,10,2022,191.57
7,10,2022,150.79
8,10,2022,143.51
9,10,2022,128.65
10,10,2022,171.34
11,10,2022,178.08
12,10,2022,177.41
13,10,2022,175.56
14,10,2022,187.97
15,10,2022,185.31
16,10,2022,224.37
17,10,2022,198.34
18,10,2022,167.74
19,10,2022,215.17
20,10,2022,219.84
21,10,2022,190.45
22,10,2022,208.87
23,10,2022,240.87
24,10,2022,261.82
25,10,2022,230.56
26,10,2022,120.91
27,10,2022,88.95
28,10,2022,115.08
29,10,2022,165.76
30,10,2022,230.34
31,10,2022,218.87
1,11,2022,109.18
2,11,2022,134.99
3,11,2022,126.67
4,11,2022,127.57
5,11,2022,100.72
6,11,2022,95.58
7,11,2022,115.19
8,11,2022,168.33
9,11,2022,283.24
10,11,2022,293.14
11,11,2022,157.72
12,11,2022,117.72
13,11,2022,203.18
14,11,2022,259
15,11,2022,224.42
16,11,2022,224.27
17,11,2022,249.17
18,11,2022,227.28
19,11,2022,273.56
20,11,2022,306.17
21,11,2022,303.41
22,11,2022,277.48
23,11,2022,217.01
24,11,2022,248.54
25,11,2022,240.42
26,11,2022,252.57
27,11,2022,191.66
28,11,2022,152.98
29,11,2022,233.1
30,11,2022,186.26
1,12,2022,154.64
2,12,2022,168.87
3,12,2022,230.5
4,12,2022,191.47
5,12,2022,177.71
6,12,2022,133.56
7,12,2022,235.06
8,12,2022,276.25
9,12,2022,253.7
10,12,2022,152.33
11,12,2022,153.61
12,12,2022,202.11
13,12,2022,160.79
14,12,2022,130.16
15,12,2022,111.75
16,12,2022,128.45
17,12,2022,155.2
18,12,2022,150.96
19,12,2022,162.48
20,12,2022,126.84
21,12,2022,123.48
22,12,2022,157.33
23,12,2022,140.35
24,12,2022,115.05
25,12,2022,133.8
26,12,2022,163.6
27,12,2022,126.48
28,12,2022,142
29,12,2022,206.14
30,12,2022,204.25
31,12,2022,178.68
